Timestamp,Data
2025-02-22 15:16:34,22
2025-02-22 15:16:34,Accelerometer: X: 51.24 Y: 86.38 Z: 1014.55
2025-02-22 15:16:34,Gyroscope: X: 245.00 Y: 490.00 Z: 455.00
2025-02-22 15:16:35,23
2025-02-22 15:16:35,Accelerometer: X: 52.22 Y: 87.84 Z: 1014.19
2025-02-22 15:16:35,Gyroscope: X: -350.00 Y: -17.50 Z: 630.00
2025-02-22 15:16:35,24
2025-02-22 15:16:36,Accelerometer: X: 50.39 Y: 89.18 Z: 1014.19
2025-02-22 15:16:36,Gyroscope: X: 227.50 Y: 1750.00 Z: 227.50
2025-02-22 15:16:36,23
2025-02-22 15:16:37,Accelerometer: X: 47.34 Y: 90.52 Z: 1013.94
2025-02-22 15:16:37,Gyroscope: X: -140.00 Y: -1172.50 Z: 315.00
2025-02-22 15:16:37,22
2025-02-22 15:16:38,Accelerometer: X: 48.80 Y: 91.87 Z: 1014.31
2025-02-22 15:16:38,Gyroscope: X: -122.50 Y: 315.00 Z: 385.00
2025-02-22 15:16:38,23
2025-02-22 15:16:38,Accelerometer: X: 44.41 Y: 92.72 Z: 1013.94
2025-02-22 15:16:39,Gyroscope: X: 367.50 Y: -595.00 Z: 262.50
2025-02-22 15:16:39,23
2025-02-22 15:16:39,Accelerometer: X: 43.43 Y: 93.57 Z: 1014.31
2025-02-22 15:16:40,Gyroscope: X: 175.00 Y: -210.00 Z: 560.00
2025-02-22 15:16:40,23
2025-02-22 15:16:40,Accelerometer: X: 42.09 Y: 93.70 Z: 1013.94
2025-02-22 15:16:40,Gyroscope: X: -2275.00 Y: -3430.00 Z: 1050.00
2025-02-22 15:16:41,24
2025-02-22 15:16:41,Accelerometer: X: 101.75 Y: 86.25 Z: 1010.77
2025-02-22 15:16:41,Gyroscope: X: -70.00 Y: 17.50 Z: 507.50
2025-02-22 15:16:42,22
2025-02-22 15:16:42,Accelerometer: X: 126.51 Y: 81.01 Z: 1008.70
2025-02-22 15:16:42,Gyroscope: X: -1837.50 Y: -2485.00 Z: -332.50
2025-02-22 15:16:43,23
2025-02-22 15:16:43,Accelerometer: X: 207.16 Y: 55.75 Z: 997.47
2025-02-22 15:16:43,Gyroscope: X: 490.00 Y: -1855.00 Z: 1015.00
2025-02-22 15:16:43,933
2025-02-22 15:16:44,Accelerometer: X: 219.60 Y: 54.29 Z: 995.03
2025-02-22 15:16:44,Gyroscope: X: -35.00 Y: -1522.50 Z: 175.00
2025-02-22 15:16:44,933
2025-02-22 15:16:45,Accelerometer: X: 232.29 Y: 49.53 Z: 992.59
2025-02-22 15:16:45,Gyroscope: X: -245.00 Y: -70.00 Z: -262.50
2025-02-22 15:16:45,934
2025-02-22 15:16:45,Accelerometer: X: 239.12 Y: 48.56 Z: 990.64
2025-02-22 15:16:46,Gyroscope: X: 35.00 Y: -1137.50 Z: 227.50
2025-02-22 15:16:46,934
2025-02-22 15:16:46,Accelerometer: X: 242.54 Y: 48.92 Z: 989.91
2025-02-22 15:16:47,Gyroscope: X: -17.50 Y: -595.00 Z: 752.50
2025-02-22 15:16:47,23
2025-02-22 15:16:47,Accelerometer: X: 239.24 Y: 50.02 Z: 990.40
2025-02-22 15:16:48,Gyroscope: X: 1207.50 Y: -315.00 Z: -577.50
2025-02-22 15:16:48,22
2025-02-22 15:16:48,Accelerometer: X: 238.02 Y: 49.04 Z: 991.62
2025-02-22 15:16:49,Gyroscope: X: 6090.00 Y: 2362.50 Z: -1032.50
2025-02-22 15:16:49,23
2025-02-22 15:16:49,Accelerometer: X: 170.68 Y: 102.72 Z: 999.42
2025-02-22 15:16:49,Gyroscope: X: 1155.00 Y: 385.00 Z: -280.00
2025-02-22 15:16:50,23
2025-02-22 15:16:50,Accelerometer: X: 185.68 Y: 106.02 Z: 996.50
2025-02-22 15:16:50,Gyroscope: X: 507.50 Y: 875.00 Z: 787.50
2025-02-22 15:16:51,23
2025-02-22 15:16:51,Accelerometer: X: 174.22 Y: 102.11 Z: 998.94
2025-02-22 15:16:51,Gyroscope: X: 437.50 Y: -560.00 Z: 210.00
2025-02-22 15:16:51,23
2025-02-22 15:16:52,Accelerometer: X: 167.63 Y: 101.87 Z: 999.91
2025-02-22 15:16:52,Gyroscope: X: 577.50 Y: -1540.00 Z: 157.50
2025-02-22 15:16:52,24
2025-02-22 15:16:53,Accelerometer: X: 174.58 Y: 102.97 Z: 998.69
2025-02-22 15:16:53,Gyroscope: X: -157.50 Y: 350.00 Z: 420.00
2025-02-22 15:16:53,23
2025-02-22 15:16:54,Accelerometer: X: 168.12 Y: 102.48 Z: 1000.03
2025-02-22 15:16:54,Gyroscope: X: 787.50 Y: -805.00 Z: 87.50
2025-02-22 15:16:54,23
2025-02-22 15:16:55,Accelerometer: X: 168.60 Y: 101.75 Z: 1000.03
2025-02-22 15:16:55,Gyroscope: X: 735.00 Y: -437.50 Z: 437.50
2025-02-22 15:16:55,23
2025-02-22 15:16:55,Accelerometer: X: 168.85 Y: 101.02 Z: 1000.03
2025-02-22 15:16:56,Gyroscope: X: -332.50 Y: 210.00 Z: 700.00
2025-02-22 15:16:56,22
2025-02-22 15:16:56,Accelerometer: X: 173.24 Y: 101.50 Z: 999.18
2025-02-22 15:16:57,Gyroscope: X: 612.50 Y: 525.00 Z: 122.50
2025-02-22 15:16:57,23
2025-02-22 15:16:57,Accelerometer: X: 171.90 Y: 101.26 Z: 999.42
2025-02-22 15:16:58,Gyroscope: X: 385.00 Y: 87.50 Z: 525.00
2025-02-22 15:16:58,23
2025-02-22 15:16:58,Accelerometer: X: 177.88 Y: 99.92 Z: 998.45
2025-02-22 15:16:58,Gyroscope: X: -210.00 Y: 875.00 Z: 805.00
2025-02-22 15:16:59,23
2025-02-22 15:16:59,Accelerometer: X: 172.14 Y: 97.23 Z: 999.91
2025-02-22 15:16:59,Gyroscope: X: 682.50 Y: -2240.00 Z: 385.00
2025-02-22 15:17:00,23
2025-02-22 15:17:00,Accelerometer: X: 179.10 Y: 99.80 Z: 998.45
2025-02-22 15:17:00,Gyroscope: X: 577.50 Y: -385.00 Z: 315.00
2025-02-22 15:17:01,23
2025-02-22 15:17:01,Accelerometer: X: 178.36 Y: 100.04 Z: 998.57
2025-02-22 15:17:01,Gyroscope: X: 70.00 Y: 140.00 Z: 490.00
2025-02-22 15:17:02,25
